image_id,label_gan,type
seed_186562-lb_1--57886dfd.png,0,gan
seed_9913963-lb_1--753e40cb.png,0,gan
seed_3808754-lb_1--32b3aea9.png,0,gan
seed_1222123-lb_1--2270790c.png,0,gan
seed_7441244-lb_1--b6913adb.png,0,gan
seed_8222458-lb_1--ed0d505f.png,0,gan
ISIC_0033648,1,real
seed_6923642-lb_1--53a169e5.png,0,gan
seed_8395829-lb_1--74cc56f1.png,0,gan
seed_170681-lb_1--45741fe1.png,0,gan
seed_2415223-lb_1--a9afdf0e.png,0,gan
seed_2410676-lb_1--a1cc3f81.png,0,gan
seed_4727106-lb_1--ab7801a7.png,0,gan
seed_8478569-lb_1--bd353bdd.png,0,gan
seed_4733266-lb_1--88f65582.png,0,gan
seed_772149-lb_1--abbd836d.png,0,gan
seed_1249016-lb_1--612d48dc.png,0,gan
seed_9432756-lb_1--ad6840f1.png,0,gan
seed_6846700-lb_1--d6c74cf0.png,0,gan
seed_890799-lb_1--bf3f9ce6.png,0,gan
seed_4843902-lb_1--6d8a098b.png,0,gan
seed_7123950-lb_1--30564f40.png,0,gan
seed_9487615-lb_1--b31d8c6c.png,0,gan
seed_5232330-lb_1--e7df88de.png,0,gan
seed_4050482-lb_1--bdcac487.png,0,gan
seed_3481187-lb_1--96e62114.png,0,gan
seed_7843471-lb_1--d3e16e58.png,0,gan
ISIC_0024544,1,real
seed_4154970-lb_1--e0d11c2d.png,0,gan
seed_5468532-lb_1--8be2a17d.png,0,gan
ISIC_0031126,1,real
seed_1671681-lb_1--0787084b.png,0,gan
ISIC_0030618,1,real
ISIC_0027124,1,real
ISIC_0024565,1,real
seed_9089002-lb_1--ae9c4aa8.png,0,gan
seed_3767871-lb_1--49b1d740.png,0,gan
seed_6332614-lb_1--06af622e.png,0,gan
seed_9183490-lb_1--8c002e92.png,0,gan
seed_9609240-lb_1--8b7abc96.png,0,gan
seed_1632661-lb_1--f27fecec.png,0,gan
ISIC_0033802,1,real
seed_5651614-lb_1--b1946fee.png,0,gan
seed_9792745-lb_1--f525c03c.png,0,gan
ISIC_0024785,1,real
seed_4021389-lb_1--572591b0.png,0,gan
seed_4244534-lb_1--ff511b21.png,0,gan
seed_9584912-lb_1--b76695c5.png,0,gan
seed_5386754-lb_1--295a57c1.png,0,gan
seed_5470940-lb_1--9e0c7228.png,0,gan
seed_7022537-lb_1--1daf6b44.png,0,gan
seed_5585605-lb_1--52c2792d.png,0,gan
seed_8673327-lb_1--a17696e4.png,0,gan
seed_9881562-lb_1--90ebc201.png,0,gan
ISIC_0028501,1,real
ISIC_0027136,1,real
seed_1939727-lb_1--50f3f0f3.png,0,gan
seed_9123201-lb_1--8d038e33.png,0,gan
seed_2753799-lb_1--1de0769d.png,0,gan
seed_3265608-lb_1--c9d283c7.png,0,gan
seed_6769082-lb_1--93dccb75.png,0,gan
seed_943414-lb_1--99339eab.png,0,gan
seed_988316-lb_1--5466e529.png,0,gan
seed_5917141-lb_1--3a4440e2.png,0,gan
ISIC_0030665,1,real
seed_6930784-lb_1--3c5c7b57.png,0,gan
ISIC_0031691,1,real
seed_2201538-lb_1--5439336b.png,0,gan
seed_2964169-lb_1--bb6c51ca.png,0,gan
seed_950124-lb_1--546f499b.png,0,gan
ISIC_0030794,1,real
seed_6909027-lb_1--edc3c246.png,0,gan
seed_4703639-lb_1--f790e271.png,0,gan
seed_7060659-lb_1--a1f90adc.png,0,gan
ISIC_0028268,1,real
seed_9069984-lb_1--fbea01c6.png,0,gan
seed_7755621-lb_1--19fd2385.png,0,gan
seed_44576-lb_1--055fc45b.png,0,gan
seed_8188805-lb_1--54f07231.png,0,gan
seed_3300566-lb_1--d7e58dcf.png,0,gan
seed_7448759-lb_1--7705561e.png,0,gan
seed_2313160-lb_1--fcaf465c.png,0,gan
ISIC_0034291,1,real
seed_1994142-lb_1--9eca3f64.png,0,gan
ISIC_0028491,1,real
seed_6838501-lb_1--db5ffc26.png,0,gan
seed_7849151-lb_1--dd317e38.png,0,gan
ISIC_0024713,1,real
seed_3915979-lb_1--cdbc83ba.png,0,gan
seed_295014-lb_1--58656110.png,0,gan
seed_3891728-lb_1--abe35232.png,0,gan
ISIC_0029785,1,real
seed_7335213-lb_1--5c269344.png,0,gan
seed_7638098-lb_1--2f347cee.png,0,gan
seed_255744-lb_1--2a1ea804.png,0,gan
seed_505581-lb_1--42a8d8b1.png,0,gan
seed_8764782-lb_1--80952edb.png,0,gan
seed_5887207-lb_1--dfe42506.png,0,gan
seed_9425886-lb_1--eaed8c29.png,0,gan
seed_6242480-lb_1--6b1b373e.png,0,gan
ISIC_0029912,1,real
seed_4686239-lb_1--2e200cad.png,0,gan
seed_8824194-lb_1--db97000f.png,0,gan
seed_2842802-lb_1--26bf6421.png,0,gan
ISIC_0033736,1,real
seed_2266821-lb_1--373a4009.png,0,gan
seed_9554916-lb_1--ac7291a9.png,0,gan
seed_743714-lb_1--8bf7ad02.png,0,gan
seed_8532458-lb_1--e0fe6a02.png,0,gan
seed_8182906-lb_1--97c7b8e3.png,0,gan
seed_1110400-lb_1--ca126e1e.png,0,gan
ISIC_0033950,1,real
seed_8836242-lb_1--570e00cb.png,0,gan
seed_6219455-lb_1--2c758da5.png,0,gan
seed_8622022-lb_1--5df6867e.png,0,gan
seed_6821583-lb_1--05176f77.png,0,gan
seed_3663679-lb_1--643ad1e2.png,0,gan
seed_1764344-lb_1--1e5abac0.png,0,gan
seed_4922362-lb_1--bf46433c.png,0,gan
seed_2742690-lb_1--884f1102.png,0,gan
seed_2444018-lb_1--349d0bdc.png,0,gan
seed_3440685-lb_1--bd723f38.png,0,gan
seed_6072092-lb_1--42579355.png,0,gan
seed_5199577-lb_1--d7a33afa.png,0,gan
seed_847208-lb_1--c81e0120.png,0,gan
seed_4323920-lb_1--8eef0056.png,0,gan
seed_5946276-lb_1--62cc7a53.png,0,gan
seed_6672979-lb_1--9e34d7aa.png,0,gan
seed_3840496-lb_1--c660948e.png,0,gan
seed_5680812-lb_1--2095315a.png,0,gan
seed_1447074-lb_1--acf08026.png,0,gan
seed_489993-lb_1--5bc77faf.png,0,gan
seed_1325376-lb_1--0a4f85c6.png,0,gan
seed_7886379-lb_1--aca9f8f9.png,0,gan
seed_7472850-lb_1--73c5005a.png,0,gan
ISIC_0027395,1,real
ISIC_0031598,1,real
seed_6046102-lb_1--2944d73e.png,0,gan
seed_6096015-lb_1--67eed1e5.png,0,gan
seed_4867285-lb_1--cbe5be9b.png,0,gan
seed_6266630-lb_1--50d733c6.png,0,gan
seed_4853679-lb_1--773c85dd.png,0,gan
seed_4582566-lb_1--5669d56e.png,0,gan
seed_5281276-lb_1--d1824d78.png,0,gan
ISIC_0029170,1,real
seed_8927542-lb_1--0200fc4a.png,0,gan
ISIC_0034092,1,real
seed_2947388-lb_1--4c42b0eb.png,0,gan
seed_2159073-lb_1--6e80ea46.png,0,gan
ISIC_0025517,1,real
ISIC_0024735,1,real
seed_4502032-lb_1--4fee1461.png,0,gan
ISIC_0032955,1,real
seed_7612701-lb_1--b7ae39b3.png,0,gan
seed_9025704-lb_1--cb4ebd38.png,0,gan
seed_413028-lb_1--80f84027.png,0,gan
seed_6394060-lb_1--fc2a0af0.png,0,gan
seed_4082767-lb_1--02cd90c3.png,0,gan
seed_7772715-lb_1--1282b541.png,0,gan
seed_7089427-lb_1--289ec109.png,0,gan
seed_2571827-lb_1--e7a8678a.png,0,gan
seed_8445162-lb_1--5166d019.png,0,gan
seed_4952762-lb_1--fd0cc529.png,0,gan
seed_3420512-lb_1--66ec6df1.png,0,gan
seed_9696872-lb_1--a2f79db1.png,0,gan
ISIC_0033048,1,real
seed_5882686-lb_1--56a40678.png,0,gan
seed_8525339-lb_1--d4977f6a.png,0,gan
seed_9887876-lb_1--3d6965de.png,0,gan
seed_2347615-lb_1--c59e335f.png,0,gan
seed_3979569-lb_1--96f09039.png,0,gan
seed_5012504-lb_1--4badacdb.png,0,gan
seed_5040524-lb_1--3e914476.png,0,gan
seed_4119324-lb_1--29bc05e9.png,0,gan
seed_9959271-lb_1--ffae3fad.png,0,gan
seed_4056418-lb_1--34779320.png,0,gan
seed_7245626-lb_1--c65aa3e1.png,0,gan
seed_6416221-lb_1--09dd3a49.png,0,gan
seed_7160795-lb_1--fb9aecda.png,0,gan
seed_4691371-lb_1--08c8f799.png,0,gan
seed_172960-lb_1--dbf6c375.png,0,gan
seed_8675347-lb_1--d26f219f.png,0,gan
ISIC_0027354,1,real
seed_8237409-lb_1--fbc3ca78.png,0,gan
ISIC_0028201,1,real
seed_9772137-lb_1--2b379a06.png,0,gan
seed_444400-lb_1--7b829960.png,0,gan
seed_8585132-lb_1--fc11a1d4.png,0,gan
seed_2638338-lb_1--e509d5fa.png,0,gan
seed_7919511-lb_1--3c8fa272.png,0,gan
ISIC_0030420,1,real
seed_537357-lb_1--07e670c8.png,0,gan
ISIC_0029092,1,real
seed_2423409-lb_1--fea06da5.png,0,gan
ISIC_0025683,1,real
seed_2687779-lb_1--4fc059c6.png,0,gan
seed_7704634-lb_1--b9ae02df.png,0,gan
seed_7873641-lb_1--be44d025.png,0,gan
seed_9098076-lb_1--2797e3da.png,0,gan
seed_38829-lb_1--bda13289.png,0,gan
seed_9401253-lb_1--63e0e4d1.png,0,gan
seed_6333660-lb_1--251a127a.png,0,gan
seed_7272881-lb_1--b4afefe6.png,0,gan
seed_3128393-lb_1--ce6dd419.png,0,gan
seed_2864262-lb_1--e63b9a44.png,0,gan
seed_8636232-lb_1--17b9871b.png,0,gan
seed_3944021-lb_1--46cd0f60.png,0,gan
seed_3754786-lb_1--72a56e09.png,0,gan
seed_6185298-lb_1--eceba801.png,0,gan
seed_6188740-lb_1--b4ccd4b5.png,0,gan
seed_700366-lb_1--0cb5fcc8.png,0,gan
ISIC_0033608,1,real
seed_9176920-lb_1--7b962079.png,0,gan
seed_4145589-lb_1--5f4bab09.png,0,gan
ISIC_0030018,1,real
seed_9058503-lb_1--8945d9e0.png,0,gan
seed_5546347-lb_1--48444455.png,0,gan
seed_326737-lb_1--a73a9478.png,0,gan
seed_9453102-lb_1--f99fd49a.png,0,gan
seed_1247727-lb_1--4a4242ea.png,0,gan
seed_4964783-lb_1--0f1548d9.png,0,gan
seed_6880392-lb_1--cceb5b76.png,0,gan
seed_4337666-lb_1--eca7b363.png,0,gan
seed_5086768-lb_1--77b0a292.png,0,gan
seed_2220648-lb_1--c4c91a3e.png,0,gan
seed_1214704-lb_1--113783fa.png,0,gan
seed_8460239-lb_1--122e661c.png,0,gan
seed_8162563-lb_1--f8527bde.png,0,gan
seed_3318932-lb_1--7791408a.png,0,gan
seed_2724213-lb_1--0e4089e8.png,0,gan
seed_7706480-lb_1--1d41df1e.png,0,gan
seed_6718004-lb_1--9f34ccd9.png,0,gan
seed_9630914-lb_1--2826f5b0.png,0,gan
seed_368822-lb_1--d24c0842.png,0,gan
seed_2012699-lb_1--8de31441.png,0,gan
ISIC_0034084,1,real
ISIC_0024995,1,real
seed_3633838-lb_1--28dd8983.png,0,gan
seed_2532224-lb_1--3575ee6a.png,0,gan
seed_795411-lb_1--8d688162.png,0,gan
seed_7588587-lb_1--3bf235e8.png,0,gan
seed_9323302-lb_1--b62a56f3.png,0,gan
seed_7842169-lb_1--78b9052d.png,0,gan
ISIC_0024916,1,real
ISIC_0033440,1,real
seed_4530950-lb_1--a2f697fa.png,0,gan
ISIC_0030069,1,real
seed_6534987-lb_1--00c3cba6.png,0,gan
ISIC_0030638,1,real
seed_1794088-lb_1--d1c0ff1c.png,0,gan
seed_9602904-lb_1--c2ca7b1c.png,0,gan
seed_7544242-lb_1--00287f6d.png,0,gan
seed_7377269-lb_1--904cf754.png,0,gan
ISIC_0029144,1,real
seed_5173015-lb_1--680247fc.png,0,gan
seed_4733938-lb_1--9525cc52.png,0,gan
seed_9081331-lb_1--57610604.png,0,gan
seed_7096870-lb_1--92758cd6.png,0,gan
seed_7063757-lb_1--5226a2b9.png,0,gan
ISIC_0032291,1,real
seed_5758238-lb_1--916043ec.png,0,gan
ISIC_0029896,1,real
seed_5670874-lb_1--e7520c0e.png,0,gan
seed_7788538-lb_1--f03c9890.png,0,gan
seed_6459151-lb_1--eac363b6.png,0,gan
seed_9279315-lb_1--6b79dc2d.png,0,gan
ISIC_0025851,1,real
seed_7071112-lb_1--dc98aa0a.png,0,gan
seed_5548463-lb_1--7b466ae2.png,0,gan
seed_1968026-lb_1--42f2d988.png,0,gan
seed_337787-lb_1--3eb8b435.png,0,gan
seed_4698506-lb_1--ad22097a.png,0,gan
seed_574272-lb_1--bd399743.png,0,gan
seed_3660970-lb_1--c23583fd.png,0,gan
seed_1748860-lb_1--e9c17572.png,0,gan
seed_451442-lb_1--96be5b50.png,0,gan
seed_2270943-lb_1--971ff07b.png,0,gan
seed_4587287-lb_1--c4d936e0.png,0,gan
ISIC_0025785,1,real
seed_1602387-lb_1--cc28314c.png,0,gan
seed_2222618-lb_1--863339ce.png,0,gan
seed_3186072-lb_1--2531a8a9.png,0,gan
seed_1555226-lb_1--d8fc18a0.png,0,gan
seed_492955-lb_1--255787b4.png,0,gan
ISIC_0030844,1,real
seed_7495938-lb_1--8d7e1b37.png,0,gan
seed_6554457-lb_1--c9fc81e4.png,0,gan
seed_7111540-lb_1--2a0d5b8f.png,0,gan
seed_685925-lb_1--68ffb2ae.png,0,gan
seed_9299899-lb_1--8bed3cc5.png,0,gan
ISIC_0033846,1,real
seed_6957424-lb_1--7f11c508.png,0,gan
seed_191624-lb_1--3bef0351.png,0,gan
seed_2149234-lb_1--2f4fd10a.png,0,gan
seed_9288066-lb_1--fd3079d2.png,0,gan
seed_2789822-lb_1--9f299a81.png,0,gan
seed_783441-lb_1--e5a1f431.png,0,gan
seed_6202960-lb_1--445631ea.png,0,gan
seed_1009649-lb_1--ad236af5.png,0,gan
seed_6188478-lb_1--eb479c5c.png,0,gan
seed_250478-lb_1--14014e64.png,0,gan
seed_9390537-lb_1--784d6dd6.png,0,gan
seed_8268759-lb_1--a02f53c5.png,0,gan
seed_4445047-lb_1--01920a93.png,0,gan
seed_4624070-lb_1--b663815c.png,0,gan
ISIC_0025311,1,real
seed_1798567-lb_1--cbf8100c.png,0,gan
seed_2035182-lb_1--a45a1f59.png,0,gan
seed_790341-lb_1--9cdb7e2b.png,0,gan
seed_9235606-lb_1--886d51d3.png,0,gan
seed_5442085-lb_1--85abadaa.png,0,gan
ISIC_0028392,1,real
seed_6150486-lb_1--6e01e4dd.png,0,gan
seed_5761438-lb_1--a503580d.png,0,gan
seed_6828932-lb_1--e93236e9.png,0,gan
seed_8248044-lb_1--89a2334b.png,0,gan
seed_3485304-lb_1--1fc9e2f2.png,0,gan
ISIC_0026691,1,real
seed_1861071-lb_1--bbb47d09.png,0,gan
seed_8986035-lb_1--84dc4322.png,0,gan
seed_389336-lb_1--02a18f15.png,0,gan
seed_2293253-lb_1--19a34ea0.png,0,gan
ISIC_0028627,1,real
seed_6668652-lb_1--d6add01a.png,0,gan
seed_2609744-lb_1--c440e45e.png,0,gan
seed_6989471-lb_1--c0d4f703.png,0,gan
seed_1934044-lb_1--b1902e0e.png,0,gan
seed_1230965-lb_1--76d4460a.png,0,gan
seed_7137058-lb_1--05e4c9c8.png,0,gan
seed_3927265-lb_1--174c3473.png,0,gan
seed_7780292-lb_1--85bfe0d6.png,0,gan
seed_7093496-lb_1--7e6f0071.png,0,gan
seed_4112917-lb_1--1878ba45.png,0,gan
seed_9995161-lb_1--c94ddf3f.png,0,gan
ISIC_0028992,1,real
seed_9330944-lb_1--322a1a1e.png,0,gan
ISIC_0025682,1,real
seed_4640924-lb_1--8649dd34.png,0,gan
seed_6096041-lb_1--308f3eff.png,0,gan
seed_5799426-lb_1--9d82aad2.png,0,gan
seed_3180832-lb_1--01257028.png,0,gan
seed_5409828-lb_1--dd0b0697.png,0,gan
seed_8235501-lb_1--d23866af.png,0,gan
seed_931818-lb_1--2b1053e0.png,0,gan
seed_9003801-lb_1--014f7467.png,0,gan
seed_744227-lb_1--ccd797bf.png,0,gan
seed_3228976-lb_1--14668686.png,0,gan
seed_8862775-lb_1--22182ec1.png,0,gan
seed_494487-lb_1--a90a8cb0.png,0,gan
seed_5392475-lb_1--f6045170.png,0,gan
seed_869981-lb_1--848a8cf4.png,0,gan
seed_505011-lb_1--d414c9d6.png,0,gan
seed_9368464-lb_1--a606a8c4.png,0,gan
seed_1687773-lb_1--0ffd770a.png,0,gan
seed_4030288-lb_1--23863783.png,0,gan
seed_6148087-lb_1--e819e83f.png,0,gan
seed_3739724-lb_1--d93cd369.png,0,gan
seed_3426509-lb_1--0df6bff2.png,0,gan
seed_3334286-lb_1--90db6f8d.png,0,gan
ISIC_0026939,1,real
ISIC_0029239,1,real
seed_9490959-lb_1--d7ce1168.png,0,gan
ISIC_0030836,1,real
seed_7230034-lb_1--7095e484.png,0,gan
seed_3730471-lb_1--8ccbee76.png,0,gan
seed_9907931-lb_1--716a297d.png,0,gan
seed_1363407-lb_1--bb742864.png,0,gan
seed_8965306-lb_1--5c989a75.png,0,gan
seed_9622331-lb_1--e6351d64.png,0,gan
seed_1892391-lb_1--19ba027f.png,0,gan
seed_330724-lb_1--62df0dd4.png,0,gan
seed_8639607-lb_1--7f6fba42.png,0,gan
seed_7269424-lb_1--01547b53.png,0,gan
seed_6363517-lb_1--70e757f2.png,0,gan
seed_9740083-lb_1--ab36afdc.png,0,gan
seed_4034370-lb_1--932aad45.png,0,gan
seed_1857413-lb_1--82351763.png,0,gan
seed_7592070-lb_1--ce1d2a3e.png,0,gan
seed_7413917-lb_1--7c72e5d5.png,0,gan
seed_4236837-lb_1--5f792cca.png,0,gan
seed_2361990-lb_1--23987ce2.png,0,gan
seed_4445303-lb_1--3f2f27cf.png,0,gan
ISIC_0025760,1,real
seed_250860-lb_1--55f44a09.png,0,gan
seed_3152430-lb_1--e7e42a22.png,0,gan
seed_2487239-lb_1--433f6607.png,0,gan
ISIC_0032913,1,real
ISIC_0033630,1,real
seed_6384377-lb_1--7d0a1cdc.png,0,gan
seed_8336500-lb_1--448b1bb4.png,0,gan
ISIC_0034299,1,real
seed_3923874-lb_1--a524d369.png,0,gan
seed_1444568-lb_1--01a3b0ba.png,0,gan
seed_8611263-lb_1--00041599.png,0,gan
seed_4482614-lb_1--95fcf879.png,0,gan
seed_539794-lb_1--808aac50.png,0,gan
ISIC_0029152,1,real
seed_5154800-lb_1--e6f3746f.png,0,gan
seed_8003082-lb_1--e102331a.png,0,gan
seed_5815393-lb_1--281308d0.png,0,gan
seed_4983932-lb_1--ce19fd94.png,0,gan
seed_2040492-lb_1--e3db3b20.png,0,gan
seed_5075095-lb_1--f9615197.png,0,gan
ISIC_0032669,1,real
seed_5081818-lb_1--bf4b01da.png,0,gan
seed_3316655-lb_1--eee9145a.png,0,gan
seed_9279145-lb_1--8c784307.png,0,gan
seed_6451546-lb_1--7d9d669e.png,0,gan
ISIC_0028019,1,real
seed_24727-lb_1--6fc5ed74.png,0,gan
seed_394204-lb_1--1c8bb058.png,0,gan
seed_9283918-lb_1--c3334715.png,0,gan
seed_7461986-lb_1--b54dd62e.png,0,gan
seed_6491332-lb_1--645c0f08.png,0,gan
seed_3722102-lb_1--df3a2d59.png,0,gan
seed_519417-lb_1--ca423562.png,0,gan
seed_9170772-lb_1--fa95c433.png,0,gan
seed_811410-lb_1--cfb66d88.png,0,gan
seed_3444943-lb_1--ea48ce64.png,0,gan
seed_8185326-lb_1--97b4300e.png,0,gan
seed_7777703-lb_1--ab22615a.png,0,gan
seed_7549393-lb_1--dc52d0cd.png,0,gan
seed_6684765-lb_1--0e788b32.png,0,gan
ISIC_0028671,1,real
seed_5612382-lb_1--74e04d51.png,0,gan
seed_1018387-lb_1--5200a3f2.png,0,gan
seed_2289221-lb_1--56f2dd4f.png,0,gan
seed_2239633-lb_1--0a1e750e.png,0,gan
ISIC_0027958,1,real
seed_6206073-lb_1--011cb392.png,0,gan
seed_3010738-lb_1--22635177.png,0,gan
seed_2432586-lb_1--2e8489db.png,0,gan
seed_6366502-lb_1--d4c8f977.png,0,gan
seed_5049284-lb_1--2a687aec.png,0,gan
seed_4967139-lb_1--e2b1cf4b.png,0,gan
seed_9388542-lb_1--9970b2b3.png,0,gan
seed_6110777-lb_1--13f7677c.png,0,gan
seed_868256-lb_1--b4a1dcf2.png,0,gan
ISIC_0026818,1,real
seed_4749957-lb_1--532590ac.png,0,gan
ISIC_0029516,1,real
seed_8887142-lb_1--42b0b368.png,0,gan
ISIC_0027036,1,real
seed_76179-lb_1--2320f6a3.png,0,gan
seed_2170992-lb_1--b19865f6.png,0,gan
seed_500441-lb_1--89b13088.png,0,gan
seed_7657391-lb_1--18480c0c.png,0,gan
seed_8489289-lb_1--bd01c14f.png,0,gan
seed_1049899-lb_1--392f7eb2.png,0,gan
ISIC_0025203,1,real
seed_8835406-lb_1--4c7e5572.png,0,gan
seed_4297817-lb_1--a817c6b6.png,0,gan
seed_3413531-lb_1--70c385d5.png,0,gan
ISIC_0028483,1,real
ISIC_0029164,1,real
seed_8490829-lb_1--fb9112cc.png,0,gan
seed_3633570-lb_1--a05ad058.png,0,gan
ISIC_0026297,1,real
seed_8752788-lb_1--c35fce43.png,0,gan
seed_3454376-lb_1--d31320c6.png,0,gan
seed_7953379-lb_1--127def21.png,0,gan
ISIC_0032417,1,real
seed_8680819-lb_1--05646eb6.png,0,gan
ISIC_0026290,1,real
seed_2173616-lb_1--bb1d6989.png,0,gan
seed_6203142-lb_1--ab4685fb.png,0,gan
seed_3634175-lb_1--10aa6202.png,0,gan
seed_4618146-lb_1--d9b4c43c.png,0,gan
ISIC_0029159,1,real
seed_6905204-lb_1--3e16d577.png,0,gan
seed_439459-lb_1--3e9307bd.png,0,gan
seed_5693623-lb_1--ff116a5a.png,0,gan
seed_1617935-lb_1--b7640aa3.png,0,gan
seed_1392091-lb_1--33697538.png,0,gan
seed_306027-lb_1--e5244877.png,0,gan
seed_8535031-lb_1--a803df1a.png,0,gan
seed_4525154-lb_1--8cd54ffc.png,0,gan
ISIC_0029140,1,real
seed_3144470-lb_1--cd1368e4.png,0,gan
ISIC_0025389,1,real
seed_1065190-lb_1--a9f1d2a2.png,0,gan
seed_3765572-lb_1--e6cacf12.png,0,gan
seed_6567972-lb_1--2f55863e.png,0,gan
seed_2367756-lb_1--123f3f00.png,0,gan
seed_6108966-lb_1--c47106f5.png,0,gan
seed_7641442-lb_1--cfa15853.png,0,gan
ISIC_0026632,1,real
seed_387979-lb_1--f22a6928.png,0,gan
seed_2013596-lb_1--d88909c0.png,0,gan
seed_922946-lb_1--ae26174f.png,0,gan
seed_2208393-lb_1--4e00b669.png,0,gan
seed_2563649-lb_1--c865cc00.png,0,gan
seed_2481071-lb_1--08f9f610.png,0,gan
seed_6824801-lb_1--40da6a77.png,0,gan
seed_5461425-lb_1--188d2704.png,0,gan
seed_8701680-lb_1--c3710631.png,0,gan
seed_6723423-lb_1--70ca2303.png,0,gan
seed_3059307-lb_1--b93d7b20.png,0,gan
seed_6745642-lb_1--c97a6bdd.png,0,gan
seed_8787909-lb_1--05940827.png,0,gan
ISIC_0033894,1,real
ISIC_0024921,1,real
ISIC_0026710,1,real
seed_5738972-lb_1--df3b5d48.png,0,gan
seed_2420071-lb_1--c7451ba4.png,0,gan
ISIC_0031626,1,real
ISIC_0029049,1,real
seed_7903519-lb_1--2642a77d.png,0,gan
seed_6632149-lb_1--5a427439.png,0,gan
seed_9476873-lb_1--43f7b54a.png,0,gan
seed_1494145-lb_1--e5cf45ef.png,0,gan
seed_7441952-lb_1--b481f940.png,0,gan
seed_3923370-lb_1--ae628381.png,0,gan
ISIC_0028038,1,real
seed_5102069-lb_1--b84603d3.png,0,gan
seed_4430411-lb_1--6edc7481.png,0,gan
ISIC_0031917,1,real
seed_5335235-lb_1--941985fb.png,0,gan
seed_1122013-lb_1--eb47bf46.png,0,gan
seed_4316566-lb_1--ec0ffd65.png,0,gan
seed_3155587-lb_1--dfc903fc.png,0,gan
seed_7362484-lb_1--e49fcd8d.png,0,gan
seed_9823754-lb_1--25e9241a.png,0,gan
seed_9628927-lb_1--f8a88b2e.png,0,gan
seed_3110956-lb_1--8af51a1e.png,0,gan
seed_6444543-lb_1--cb7daf3a.png,0,gan
seed_6969887-lb_1--a9bd2b04.png,0,gan
seed_5364427-lb_1--3a6e1a3b.png,0,gan
seed_258173-lb_1--9e955633.png,0,gan
seed_116335-lb_1--c6b55776.png,0,gan
seed_1929561-lb_1--5da1ef28.png,0,gan
ISIC_0024759,1,real
seed_586349-lb_1--cf491a87.png,0,gan
seed_3368267-lb_1--5ded0c78.png,0,gan
ISIC_0032483,1,real
seed_8055257-lb_1--b25181f4.png,0,gan
seed_4947986-lb_1--cb27685c.png,0,gan
ISIC_0032414,1,real
seed_8069653-lb_1--f3542b3c.png,0,gan
ISIC_0032910,1,real
seed_6877013-lb_1--1bc0d6bb.png,0,gan
seed_5906195-lb_1--717caa2f.png,0,gan
seed_2193648-lb_1--ba1def16.png,0,gan
seed_9574684-lb_1--953a039b.png,0,gan
seed_9356535-lb_1--1af9c14f.png,0,gan
seed_7563507-lb_1--d7aa3ccb.png,0,gan
seed_4136050-lb_1--863b5ac3.png,0,gan
seed_6382400-lb_1--01e1cfa7.png,0,gan
seed_6807003-lb_1--1cee6eb5.png,0,gan
ISIC_0027719,1,real
ISIC_0030322,1,real
ISIC_0026093,1,real
seed_843281-lb_1--d40917c6.png,0,gan
seed_8417040-lb_1--60b67ec0.png,0,gan
seed_2626084-lb_1--8912ec64.png,0,gan
ISIC_0025753,1,real
seed_9547001-lb_1--498ae9a9.png,0,gan
ISIC_0033455,1,real
seed_9565138-lb_1--ba1794c9.png,0,gan
ISIC_0027970,1,real
ISIC_0025511,1,real
seed_6487190-lb_1--c65471db.png,0,gan
ISIC_0027465,1,real
seed_6296138-lb_1--ee37abaa.png,0,gan
seed_8494588-lb_1--f771f2bb.png,0,gan
seed_6978236-lb_1--2e6ee70c.png,0,gan
seed_5301740-lb_1--ca1c6d92.png,0,gan
seed_8826778-lb_1--24fabcfa.png,0,gan
ISIC_0027127,1,real
seed_587766-lb_1--5beedb92.png,0,gan
seed_5761253-lb_1--b6655c65.png,0,gan
seed_3960449-lb_1--85c6caef.png,0,gan
seed_8095881-lb_1--78603962.png,0,gan
seed_4534125-lb_1--df6940ab.png,0,gan
seed_4739806-lb_1--425a2ded.png,0,gan
seed_9431873-lb_1--2e3c26bb.png,0,gan
seed_4491430-lb_1--d9b24d8d.png,0,gan
seed_9412501-lb_1--c73bbc1e.png,0,gan
seed_8179006-lb_1--5bd66e71.png,0,gan
seed_2490993-lb_1--0bfe8a85.png,0,gan
seed_4071012-lb_1--a17d47b7.png,0,gan
ISIC_0027385,1,real
seed_2773200-lb_1--4a54d5fd.png,0,gan
seed_185329-lb_1--5b77437d.png,0,gan
ISIC_0029528,1,real
seed_7258919-lb_1--357bd323.png,0,gan
seed_3098660-lb_1--c64f7ef5.png,0,gan
seed_3218892-lb_1--26607d66.png,0,gan
ISIC_0029777,1,real
seed_7438504-lb_1--75f01acd.png,0,gan
seed_569209-lb_1--405a256f.png,0,gan
seed_6456832-lb_1--fa04459a.png,0,gan
seed_9296538-lb_1--8b5ffd78.png,0,gan
seed_5229725-lb_1--55c87534.png,0,gan
seed_5275452-lb_1--c9f721a3.png,0,gan
seed_8060621-lb_1--1d59dae5.png,0,gan
ISIC_0026432,1,real
seed_2736896-lb_1--cf9a86cc.png,0,gan
ISIC_0030868,1,real
ISIC_0032365,1,real
seed_6065971-lb_1--eb67b262.png,0,gan
seed_1516452-lb_1--33e3921a.png,0,gan
seed_3416943-lb_1--e15cbf7a.png,0,gan
